metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
Kadıköy istasyonu B çıkışı asansörü kapıları açılıyor kapanmıyor yolcular içeride kaldı.,mekanik_istasyon,0,incident_report,1,P1,0,standart,relabel:gemini
Mecidiyeköy istasyonunda 2 numaralı yürüyen merdiven aniden durdu ve alarm verdi.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Şişli-Mecidiyeköy 4 numaralı peron kapısı PSD kilitlemiyor sefer güvenliği riske giriyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Üsküdar istasyonu güney çıkış turnikesi kolu dönmüyor yolcular geçiş yapamıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Bostancı istasyonu 1 numaralı asansör katlarda takılıp kalıyor çağrı butonu cevapsız.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Yenikapı M2 peronunda PSD-08 numaralı kapı tam kapanmadan tren kalkıyor riskli durum.,sinyalizasyon_haberlesme,3,incident_report,1,P1,0,standart,relabel:gemini
Şişhane istasyonu giriş bariyeri kapanma süresi çok kısa yolcu sırtına vurdu.,mekanik_istasyon,0,incident_report,1,P2,1,standart,relabel:gemini
Atatürk Havalimanı istasyonu 3 numaralı yürüyen merdiven gürültülü çalışıyor duraklama riski var.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Levent istasyonu peron kapısı sensörü algılamıyor kapı yolcuya çarptı acil müdahale lazım.,sinyalizasyon_haberlesme,3,incident_report,1,P1,0,standart,relabel:gemini
Aksaray istasyonu C çıkışı asansörü kapı kilidi takıldı açılmıyor teknik ekip çağrıldı.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Kızılay M4 transfer merdiveni paletleri sallanıyor çatlak sesi geliyor kullanım kapatıldı.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Gayrettepe istasyonu turnike gövdesi hasarlı kol sabitleyici kırık geçiş sağlanamıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Kartal istasyonu 2 numaralı asansör motor ısınır duruyor tekrarlayan arıza bildirildi.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Bağcılar Meydan istasyonu peron kapısı rayından çıktı kapatma komutuna yanıt vermiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Halkalı istasyonu giriş otomatik kapısı takılı kalıyor el ile açılıp kapatılıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Osmanbey istasyonu 1 numaralı yürüyen merdiven freni çekmiyor ani durma tehlikesi var.,mekanik_istasyon,0,fault_report,0,P1,0,standart,relabel:gemini
Taksim M2 peronunda PSD kapısı yarım kaldı kilitlenmedi sefer durduruldu.,sinyalizasyon_haberlesme,3,incident_report,1,P1,0,standart,relabel:gemini
Seyrantepe istasyonu asansör kabini katla hizalanmıyor yolcu bindirmiyoruz güvenlik nedeniyle.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
İTÜ-Ayazağa istasyonu turnike kolu saplandı döngüye girdi mekanik kasılma mevcut.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Sanayi Mahallesi istasyonu bariyer kapağı yerinden oynadı kapatılmıyor geçiş serbest.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
4. Levent M6 peron kapısı YM-12 kodlu ekipman kilitleme motoru çalışmıyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Kozyatağı istasyonu 2 numaralı asansör kapı paneli sallanıyor cam kırılma riski var.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Ümraniye istasyonu yürüyen merdiven étape plakaları kırık ayak ucu takılıyor.,mekanik_istasyon,0,fault_report,0,P2,1,standart,relabel:gemini
Çarşı istasyonu peron kapısı acil açma kolu kırıldı manuel müdahale imkansız.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:gemini
Ataköy istasyonu turnike bölgesi BSO-05 numaralı bariyer motoru dondu açılmıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Bakırköy istasyonu asansör çağrı butonları yanıt vermiyor kabin hareket etmiyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Yıldız Teknik Üniversitesi istasyonu merdiven direksiyon kolu kırık yön değiştirilemiyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Mahmutbey M7 peronunda PSD kapısı yavaş kapanıyor zamanlayıcı ayarı bozulmuş olabilir.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Kirazlı istasyonu çıkış kapısı hidrolik Direk sızdırıyor yere yağ damlıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Menderes istasyonu asansör limit switchi bozulmuş en üste çıkıp takılı kalıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Esenkent istasyonu yürüyen merdiven zinciri gerilim kaybı yapıyor sallanıyor durduruldu.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Tavşantepe istasyonu peron kapısı lastiği yırtıldı hava kaçışı yapıyor ses çıkarıyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:gemini
Dudullu istasyonu turnike döner kol mekanizması kilitlendi dönmüyor paslanmış görünüyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Necip Fazıl istasyonu asansör fren patinleri aşındı ani duruşta kayma yapıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
İstanbul Havalimanı istasyonu PSD-15 kapısı kilit pimi takılıp kapanmıyor sefer gecikti.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Kağıthane M11 istasyonu merdiven palet arası mesafe açıldı küçük eşya düştü.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Gayrettepe M11 asansör kabin ışıkları sönük kapı sensörü çalışmıyor açıkmı kapalı mı belli değil.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Kozyatağı M8 peron kapısı motor yuvası kırıldı kapı sallanıyor vida çıktığı görülüyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Bostancı Marmaray transfer bariyeri reader takozu kırık kart okumuyor mekanik engel var.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:gemini
Kadıköy M4 2 numaralı asansör seviye farkı yaratıyor yolcu ayak ucu takılıyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Ayrılık Çeşmesi istasyonu yürüyen merdiven yön değiştirme anahtarı takılı dönmüyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Söğütlüçeşme Marmaray peron kapısı PSD kilitleme sinyali gelmiyor makinist uyarıldı.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Fikirtepe istasyonu turnike kolu pimi çıktı kol serbest dönüyor geçiş kontrolsüz.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Yenisahra istasyonu asansör motor odası fanı çalışmıyor motor ısınma alarmı verdi.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Kozyatağı M4 peron kapısı acil durdurma butonu basılı kalıyor kapı kilitlenmiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Levent istasyonu 1 numaralı yürüyen merdiven basamak plakası kırıldı yolcu düştü.,mekanik_istasyon,0,fault_report,0,P1,0,standart,relabel:gemini
Şişhane giriş otomatik cam kapı rayından çıktı kapatılmıyor güvenlik riski oluştu.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Uzunçayır B çıkışı asansörü katlarda duruyor kapı açılmıyor yolcular bekliyor.,mekanik_istasyon,0,fault_report,0,P2,1,standart,relabel:gemini
Kadıköy M4 peronu PSD-12 numaralı kapı yarım kaldı kilitleme sinyali vermedi.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:gemini
Mecidiyeköy bilet holü turnikesi kol sabitlendi geçiş tamamen kapalı durumda.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
vagon ici yangin sensörü uyari veriyo,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
makinist masasindaki tus takili kaliyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
cekis motoru guvenlik relesi atiyo,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
vagon kapi lastigi sökülmüs duruyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
ic aydinlatma ledleri parildayio,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
fren komut cihazi tepkisiz kaliyo,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
vagon klimasi sadece fan donduruyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
makinist kabini radyo cizgi ciziyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
koltuk altinda metal parca oynuyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
vagon ic klimasi calismiyo 5 nolu vagon,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
fren basinci dusuk alarm verdi 2 nolu tren,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
ceker motorunden yakit boku geliyo 3 vagon,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
vagon kapi sensoru hatali acilmiyo 1 nolu,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
yolcu anons mikrofonu ses vermiyo 4 vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
tekerlek yassi Yankeesleme var 6 nolu vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
kabin masasindaki acil fren kolu sert,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
kapilar otomatic kilitlenmiyo peron tarafi 8 vagon,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:gemini
makinist koltugu yukari inmiyo ayar bozuk,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
frenleme aninda vagon saga cekiliyo 2 tren,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
vagon baglanti borusu siziyo yuruyus esnasinda,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
Vagon 1 kapı arızalı,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 2 klima bozuk,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 3 fren takılıyor,arac_tren,2,fault_report,0,P2,1,cok_kisa,relabel:gemini
Vagon 4 motor sesli,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 5 koltuk kırık,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 6 ışık yanmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 7 anons bozuk,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 8 tekerlek titreşiyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 9 kapı kilitlenmiyor,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:gemini
Vagon 10 fren gecikiyor,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:gemini
Makinist kabini ısıtıcı arızalı,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 11 çeker arızalı,arac_tren,2,fault_report,0,P2,1,cok_kisa,relabel:gemini
Vagon 12 kapı sensörü bozuldu,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 13 klima soğutmuyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 14 fren basıncı düşük,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:gemini
Vagon 15 motor yanıyor,arac_tren,2,incident_report,1,P1,0,cok_kisa,relabel:gemini
Vagon 16 koltuk döşeme söküldü,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:gemini
Vagon 17 ışık titreşiyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 18 anons sessiz,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Vagon 19 tekerlek çizik,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:gemini
"Pendik peronunda yolcu yönlendirme tabelası bozuk, personel görevde.",yolcu_hizmetleri,8,fault_report,0,P4,3,standart,relabel:gemini
"Tavşantepe istasyonunda sefer iptali yapıldı, yolcular bilgilendirildi.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
4. Levent istasyonunda sabah vardiyası personel eksiliği yaşandı.,istasyon_guvenlik,6,complaint,3,P2,1,standart,relabel:gemini
"Levent peronunda anons yapılamadı, manuel yönlendirme gerçekleştirildi.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Sanayi Mahallesi istasyonunda seferler neden bildirilmeksizin gecikti.,yolcu_hizmetleri,8,information_request,2,P3,2,standart,relabel:gemini
Mecidiyeköy istasyonunda peron kalabalığı güvenlik riski oluşturdu.,yolcu_hizmetleri,8,incident_report,1,P2,1,standart,relabel:gemini
"Gayrettepe yönlü tren gelmedi, yolcular beklemeye alındı.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Şişli istasyonunda tarife uyuşmazlığı sonucu yolcu şikayetleri alındı.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Osmanbey peronunda eksik bilgilendirme yolcu karışıklığına yol açtı.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Taksim istasyonunda asansör hizmet vermediği için yönlendirme yapıldı.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:gemini
Şişhane istasyonunda yolcu yoğunluğu sefer gecikmesine yol açtı.,yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Haliç peronunda sefer iptal edilmesi yolcuların tepkisine neden oldu.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Vezneciler istasyonunda personel yokluğunda kapı kontrolü sağlanamadı.,istasyon_guvenlik,6,complaint,3,P2,1,standart,relabel:gemini
Aksaray yönlü seferler tarife uygulamasından dolayı seyreltildi.,yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Yenikapı istasyonunda kayıp eşya teslim prosedürü hemen başlatıldı.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
Kadıköy peronunda anons eksikliği yolcu kaosuna neden oldu.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Bostancı istasyonunda sefer gecikmesinin nedeni bildirilmemiştir.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Üsküdar istasyonunda yönlendirme personeli bulunmadığı için karışıklık oldu.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Söğütlüçeşme peronunda sefer iptali sonrası yolcular bilgilendirildi.,yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Ayrılık Çeşmesi istasyonunda bilet alma noktasında sıkışıklık yaşandı.,elektronik_sistemler,4,complaint,3,P3,2,standart,relabel:gemini
"Göztepe yönlü tren gelmedi, operasyon merkezi ile görüşülüyor.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Kozyatağı istasyonunda peron değişikliği için anons yapılmamıştır.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
"Kartal peronunda yolcu inişi gecikti, sefer kayması oldu.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Pendik istasyonunda sefer saatleri tarifeye uygun değildi.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Tavşantepe istasyonunda personel müdahalesi ile kalabalık dağıtıldı.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:gemini
4. Levent peronunda yönlendirme tabelası henüz güncellenmemiştir.,yolcu_hizmetleri,8,complaint,3,P4,3,standart,relabel:gemini
Levent istasyonunda sefer iptali sebebi yolculara açıklanmadı.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
"Sanayi Mahallesi yönlü sefer gecikti, herhangi anons yapılmadı.",yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Mecidiyeköy istasyonunda yolcu güvenliği için peron boşaltıldı.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:gemini
Gayrettepe peronunda eksik personel nedeniyle güvenlik kontrolü sağlanamadı.,istasyon_guvenlik,6,complaint,3,P2,1,standart,relabel:gemini
Levent istasyonunda personel eksikliği nedeniyle seferler gecikmiştir.,yolcu_hizmetleri,8,incident_report,1,P2,1,standart,relabel:gemini
Uzunçayır peronunda anons eksikliği yolcuların yanlış yöne gitmesine neden oldu.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Şişhane istasyonunda tarife değişikliği sonrası biletmatiklerde yoğunluk yaşandı.,elektronik_sistemler,4,complaint,3,P3,2,standart,relabel:gemini
"Şişli yönlü sefer iptal edildi, yolcular alternatif güzergaha yönlendirildi.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Levent gişe önünde kayıp eşya bildirimi alınıp merkeze iletildi.,guvenlik_asayis_olay,9,incident_report,1,P4,3,standart,relabel:gemini
"Uzunçayır istasyonunda sefer seyreltildi, yolcular peronda uzun süre bekledi.",yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
Şişhane alt kat geçitinde yönlendirme tabelası karışıklığına yolcu şikayeti geldi.,yolcu_hizmetleri,8,complaint,3,P4,3,standart,relabel:gemini
Şişli peronunda kalabalık riski sebebiyle girişler geçici olarak kapatıldı.,yolcu_hizmetleri,8,incident_report,1,P2,1,standart,relabel:gemini
Kağıthane istasyonunda sabah vardiyasında sefer gecikmesi nedeni açıklanmadı.,yolcu_hizmetleri,8,complaint,3,P3,2,standart,relabel:gemini
"Mahmutbey yönlü tren gelmedi, yolcular bir sonraki sefere alındı.",yolcu_hizmetleri,8,incident_report,1,P3,2,standart,relabel:gemini
Peron dolu seferler gecikiyor Şişli,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Anons yok yolcular yanlış perona indi,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Sefer iptal nedeni belli değil Mecidiyeköy,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Tabela karışıklığı güney çıkış Kadıköy,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Personel eksliği yönlendirme yapılamıyor Ataköy,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Yoğunluk yüzünden seferler seyreltildi Yenikapı,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Anons eksik yolcular bekliyor Şişhane,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Kayıp eşya bildirimi artıyor Levent,guvenlik_asayis_olay,9,complaint,3,P4,3,devrik,relabel:gemini
Tarife uyuşmazlığı yolcu şikayetçi Kağıthane,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Peron kalabalık güvenlik uyardı Gayrettepe,guvenlik_asayis_olay,9,incident_report,1,P3,2,devrik,relabel:gemini
Sefer gelmedi açıklama yok Mahmutbey,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Yönlendirme personeli yok yoğunlukta Üsküdar,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Anons yanlış yönlendirme yapıldı Kirazlı,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Sefer gecikmesi tekrarlanıyor sabahları Olimpiyat,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Bilet kesimi yavaş kuyruk uzadı Halkalı,elektronik_sistemler,4,complaint,3,P3,2,devrik,relabel:gemini
Peron değişimi anons edilmedi Seyrantepe,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Yolcu düşmesi sefer iptal Sanayi,guvenlik_asayis_olay,9,incident_report,1,P1,0,devrik,relabel:gemini
Asansör önü kalabalık çıkış engelli 4.Levent,mekanik_istasyon,0,complaint,3,P3,2,devrik,relabel:gemini
Seferler arası süre uzadı İTÜ,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Personel gelmedi sefer iptal Atatürk Oto Sanayi,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Tabela eksik yolcular kayboldu Şişli kuzey,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Koridor geçişte yoğunluk riskli Mecidiyeköy,guvenlik_asayis_olay,9,incident_report,1,P2,1,devrik,relabel:gemini
Sefer gecikti neden anons yok Kadıköy,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Bilet holü personel yok Ataköy,istasyon_guvenlik,6,complaint,3,P2,1,devrik,relabel:gemini
Aktarma anonsu yapılmıyor karışıklık Yenikapı,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Peron geçişi kapalı yolcular bekliyor Şişhane,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Sefer iptali art arda ikinci Levent,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Yönlendirme tabelası yanlış yer gösteriyor Kağıthane,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Sefer seyreltildi personel eksliği Gayrettepe,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Anons sesi yok duyulmuyor Mahmutbey,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Peron yoğunluğu girişten alınıyor Üsküdar,yolcu_hizmetleri,8,incident_report,1,P3,2,devrik,relabel:gemini
Kayıp eşya teslimatı gecikiyor Kirazlı,guvenlik_asayis_olay,9,complaint,3,P4,3,devrik,relabel:gemini
Tarife değişikliği yolcular habersiz Olimpiyat,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Sefer gelmedi peron boş Halkalı,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Yolcu yönlendirmesi yapılmıyor akşam Seyrantepe,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Personel mola sefer bekletildi Sanayi,yolcu_hizmetleri,8,complaint,3,P3,2,devrik,relabel:gemini
Asansör kullanılamıyor yolcular zorlanıyor 4.Levent,mekanik_istasyon,0,fault_report,0,P3,2,devrik,relabel:gemini
Peron yoğunluk kontrolü yapılıyor İTÜ,yolcu_hizmetleri,8,incident_report,1,P3,2,devrik,relabel:gemini
Sefer gecikmesi sürekli Atatürk Oto Sanayi,yolcu_hizmetleri,8,complaint,3,P2,1,devrik,relabel:gemini
Pano yanlış güney çıkış Osmanbey,yolcu_hizmetleri,8,complaint,3,P4,3,devrik,relabel:gemini
Geçiş merdiveni basamak nose kırık,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
İstasyon giriş çatı su kaçağı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Teknik oda duvarı rutubetli,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
Ray havası boşluğu taş dolu,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:gemini
Peron Köprüsü dilatasyon kauçuk sökük,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Tünel portalı beton sökülmesi,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:gemini
Yolcu asansörü kuyu sulandı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Kontrol merkezi tavanı ıslak leke,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
Yangın merdiveni tavan sızıntısı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
BİS ünitesi montaj platı çatlak,elektronik_sistemler,4,fault_report,0,P3,2,cok_kisa,relabel:gemini
Peron yönlendirme panosu duvardan düştü,yolcu_hizmetleri,8,fault_report,0,P3,2,cok_kisa,relabel:gemini
Tünel ışık kıvılcımlı kablo kanalı su,elektrik_enerji,1,fault_report,0,P1,0,cok_kisa,relabel:gemini
Viyadukt perdeli duvar yarık,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:gemini
Mezanin zemin mozaik çatlaklı,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
Su tankı tavanı sızma yapıyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Trafik kontrol odası pencere çerçevesi çatlak,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
Peron sigortası ray arası boşluk büyüdü,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,relabel:gemini
Tünel yatakta su birikmesi,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Çıkış kapısı üst kiriş çatlak,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:gemini
Hava şaftı duvarı fayans dökülüyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Yedek parça deposu tavanı damlıyor,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Ataköy peron duvarı sızıntısı,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Uzunçayır tavan sıva dökülmesi,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Bağcılar tünel segment suyu,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Kadıköy geçit fayans dökülmesi,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Mecidiyeköy koridor duvar nemlenme,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
Gayrettepe bilet holü tavanı,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
YM-05 peron fayans kırığı,altyapi_insaat,10,fault_report,0,P4,3,cok_kisa,relabel:gemini
Çıkış merdiveni korkuluk kopuk,altyapi_insaat,10,fault_report,0,P3,2,cok_kisa,relabel:gemini
Üst geçit beton çatlak,altyapi_insaat,10,fault_report,0,P2,1,cok_kisa,relabel:gemini
"Mecidiyeköy istasyonu 2. peronda çöp konteyneri taşmış, etraf dağınık.",temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
Şişhane güney çıkış tuvaletlerinde kusmuk lekesi ve kötü koku bildirildi.,temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
"Kartal istasyonu üst kata doğru merdivenlerde buzlanma, tuzlama yapılmamış.",temizlik,7,fault_report,0,P1,0,standart,relabel:gemini
"Topkapı peron duvarında grafiti çizilmiş, temizlenmesi için ekip yönlendirildi.",temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
"Yenikapı geçiş koridorunda dökülen ayran zemini kayganlaştırdı, temizlik bekliyor.",temizlik,7,fault_report,0,P1,0,standart,relabel:gemini
"Hacıosman B1 girişinde çöp kovası dolmuş, çöpler zemine dökülmüş.",temizlik,7,fault_report,0,P4,3,standart,relabel:gemini
